imdb_id,runtime,budget,reveune,Animation,Action,Adventure,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Science Fiction,Romance,Thriller,Western,War,ratings
tt0082694,95,2000000,24600832,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7.6
tt0419706,105,60000000,55987321,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.2
tt0116250,134,55000000,141047179,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6.3
tt0111438,99,27000000,101646581,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5.9
tt1023490,110,7275000,11260366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0118883,135,75000000,136982834,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6.7
tt0250494,96,18000000,141774679,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
tt0443701,104,30000000,68369434,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,5.9
tt0112642,100,50000000,287928194,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.1
tt0116136,103,57000000,115267375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.5
tt0312329,106,39000000,6614280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.3
tt0209958,107,33000000,104155843,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.3
tt0113497,104,65000000,262797249,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7.0
tt0105690,103,35000000,156563139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.5
tt0200465,112,20000000,64822796,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.2
tt0375173,103,60000000,13395939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
tt0111143,108,25000000,48063435,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6.1
tt0093777,101,3000000,14182492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7
tt0120207,97,16000000,1686429,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8
tt0091326,113,113,115103979,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,6.0
tt0242423,83,13000000,73180723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
tt0119664,117,55000000,31987563,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5
tt0199753,106,80000000,33463969,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.7
tt0170016,104,123000000,345141403,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.1
tt0105793,94,20000000,121697323,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0
tt0119738,105,38000000,299288605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.3
tt1185616,90,2000000,11125849,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.0
tt0493464,110,75000000,258270008,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7
tt0098084,103,11500000,57469467,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.6
tt0149261,105,60000000,73648228,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.8
tt1129445,111,40000000,19258519,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.8
tt0120587,83,60000000,171757863,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.5
tt0356634,80,50000000,200804534,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.0
tt0263488,90,10000000,59217789,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.2
tt0486674,104,25000000,6673422,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.6
tt1045772,98,13000000,10652035,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.6
tt0448157,92,150000000,624029371,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4
tt0172156,147,130000000,273339556,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.6
tt0112740,116,53000000,157387195,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.3
tt1099212,122,37000000,392616625,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,5.2
tt0478304,139,32000000,54674226,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6.8
tt0357507,89,20000000,67192859,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,4.2
tt0129280,90,75000000,29000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
tt0046534,85,2000000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.1
tt0419946,92,20000000,22165608,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.7
tt0391304,107,30000000,42886719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
tt0398712,109,30000000,35294470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3
tt0427954,108,6000000,27165581,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.1
tt0109635,123,55000000,214015089,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,6.1
tt0489281,113,25000000,11207130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.4
tt0436331,88,6500000,13368437,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.8
tt0398017,108,22000000,57479076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.6
tt0093177,94,1000000,14564027,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0
tt0425123,95,58000000,102854431,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.7
tt0140352,157,90000000,60289912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.8
tt0382628,105,30000000,25473093,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5.6
tt0322802,87,5000000,64282312,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.6
tt0095631,126,30000000,38413606,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5
tt0133240,95,140000000,109578115,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7.2
tt0304669,104,65000000,172855065,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.6
tt0166813,83,80000000,122563539,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.1
tt0106941,94,30000000,11146270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2
tt1033643,99,35000000,170000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.1
tt0406759,98,12000000,56309766,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,5.4
tt0142342,93,34200000,234801895,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4
tt0397313,120,40000000,120455994,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7.3
tt0084021,115,13200000,15171476,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,4.4
tt0408839,116,60000000,127766650,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
tt0280380,106,30000000,6916869,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.2
tt0070666,129,3000000,29800000,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,7.7
tt0402901,97,30000000,15007991,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5.1
tt0375154,125,31000000,28000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8
tt0398913,87,21000000,480314,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.8
tt0111400,102,50000000,16478900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.5
tt0066011,99,2200000,136400000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.9
tt0114614,98,25000000,6600000,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.3
tt0113820,92,15000000,66000000,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5.2
tt0113677,89,500000,1148752,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5
tt0430304,98,64000000,101595121,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
tt0389557,145,21000000,26193068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,7.7
tt0097481,116,30000000,60864870,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.1
tt0112346,106,62000000,107879496,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.8
tt0114576,106,35000000,64350171,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.8
tt0240510,132,35000000,29882645,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.5
tt0117002,104,47000000,12379402,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5.8
tt0115963,101,15000000,24769466,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,6.3
tt0114367,108,20000000,5781885,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.4
tt0117420,95,30000000,57400547,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
tt0115759,108,50000000,150270147,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.0
tt0107144,86,25000000,133752825,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.6
tt0257076,117,80000000,116643346,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0
tt0107156,109,1000000,6933459,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.7
tt0114011,100,12000000,27400000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6.8
tt0300532,104,25000000,51842679,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6
tt0116213,115,100000000,242295562,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6.1
tt0393109,110,475000,3919254,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.3
tt0114857,106,30000000,24048000,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5.6
tt0107034,87,17000000,44456478,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6.4
tt0112281,90,30000000,212385533,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
tt0133751,104,15000000,40283321,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,6.5
tt0070735,129,5500000,159616327,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8.3
tt0116705,89,60000000,129832389,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.6
tt0280665,114,35000000,16838910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,6.2
tt0090329,113,12000000,68706993,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,7.4
tt0215129,93,16000000,119754278,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4
tt0414982,93,25000000,117719158,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5.8
tt0056197,178,10000000,50100000,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.8
tt0231402,92,21150000,39438674,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8
tt0398165,113,82000000,190320568,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4
tt0102070,100,65000000,17218080,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8
tt0455967,87,18000000,41009669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
tt0117333,123,32000000,152036382,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,6.4
tt0385880,91,75000000,140175006,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.6
tt0115736,108,4500000,7011317,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,7.3
tt0116654,96,40000000,49627779,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,4.5
tt0465142,107,17000000,7314027,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5.4
tt0113855,101,18000000,122195920,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.8
tt0408790,98,55000000,223387299,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6.3
tt0102266,105,29000000,59509925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
tt0118661,89,60000000,48585416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.8
tt0061852,78,4000000,205843612,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6
tt0088011,106,10000000,86572238,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9
tt0117218,95,54000000,128769345,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5.6
tt0109444,141,62000000,215887717,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.9
tt0116830,101,67000000,47267001,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.4
tt0277296,92,60000000,165333180,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.5
tt0388482,87,32000000,85167639,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.3
tt0087928,96,4500000,146198896,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
tt0389860,107,82500000,237681299,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,6.4
tt0089218,114,19000000,61503218,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.8
tt0298814,136,60000000,74208267,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.5
tt0120746,136,95000000,250288523,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
tt0113540,91,1500000,7412216,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1
tt0086200,98,6200000,63541777,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.8
tt0114508,108,35000000,113000000,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.8
tt0106582,112,70000000,255000211,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.4
tt0356150,93,25000000,20796847,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6
tt0457510,92,32000000,80197993,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7
tt0097523,93,32000000,222724172,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.3
tt0089530,107,12305523,36230219,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.3
tt0265459,96,12000000,52223306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6.8
tt0309593,90,26000000,90426405,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6.2
tt0118615,89,45000000,136885767,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4.8
tt0104691,112,40000000,75505856,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,7.7
tt0100814,96,11000000,48572000,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1
tt1181614,129,8000000,100915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.0
tt0119008,127,35000000,41954997,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.7
tt0104815,81,220000,2040920,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.9
tt0390521,100,65000,28575078,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.2
tt0324216,98,9500000,107071655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2
tt0104070,104,55000000,149022650,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6
tt0091042,103,6000000,70136369,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8
tt0364970,101,70000000,72108608,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.6
tt0112571,115,21000000,23450000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5
tt0164052,112,95000000,190213455,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.8
tt0335438,101,60000000,170268750,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1
tt0107206,128,40000000,176997168,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,7.2
tt0082198,129,20000000,79114085,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9
tt0427944,92,6500000,24793509,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6
tt0386741,105,18000000,1831348,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.7
tt0116695,139,50000000,273552592,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.3
tt0384369,117,4500000,3764219,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.4
tt0094602,99,7500000,18869631,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.0
tt0251075,101,80000000,98376292,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.1
tt0196229,89,28000000,60780981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5
tt0100029,105,6000000,24078196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2
tt0117603,118,9000000,41590886,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9
tt0119951,109,28000000,41230799,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9
tt0118604,105,22000000,26570463,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.1
tt0423294,85,85000000,149044513,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7
tt0119223,111,25000000,55494066,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.9
tt0119896,105,19000000,44332015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.5
tt0120483,97,20000000,13801755,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7
tt0119038,80,12500000,78599508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7
tt0120633,115,70000000,56702901,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6
tt0120458,99,75000000,14010690,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.0
tt0134619,84,15000000,17507368,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5.6
tt0120157,99,75000000,14567883,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6.0
tt0091064,96,15000000,60629159,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7.5
tt0119164,91,3500000,257850122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2
tt0265666,110,21000000,71441250,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6
tt0120770,81,17000000,30331165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3
tt0139239,98,6500000,28451622,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.2
tt0117826,87,15000000,5600000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4
tt0119468,115,27000000,60527873,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.6
tt0082158,123,5500000,58972904,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.2
tt0118617,94,53000000,139804348,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1
tt0120595,92,90000000,69131860,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5.7
tt0120609,91,13000000,27007143,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.1
tt0118798,108,30000000,29202884,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8
tt0080491,156,17500000,23438120,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5.3
tt0120631,121,26000000,65705772,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.0
tt0142192,110,25000000,15156200,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6.1
tt0118956,106,45000000,11203026,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.1
tt0066580,225,600000,34505110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.2
tt0070034,99,850000,90000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.7
tt0068935,100,130000,85000000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3
tt0118789,110,1500000,2375097,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,7.5
tt0126250,118,10000000,10920544,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.8
tt0124718,136,25000000,21567853,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9
tt0373074,99,20000000,100914445,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7
tt0305357,106,120000000,259175788,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
tt0364725,92,20000000,167722310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
tt0105323,157,31000000,134095253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0
tt0183790,132,65000000,117487473,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.9
tt0349683,126,120000000,203567857,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6.3
tt0107688,76,18000000,75634409,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8.0
tt0287978,103,78000000,179179718,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,5.3
tt0145681,118,73000000,151493655,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,6.7
tt0113492,96,90000000,113493481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6
tt0274166,88,40000000,160583018,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
tt0120623,95,120000000,363258859,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.2
tt0287717,100,38000000,119723358,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.1
tt0128853,119,65000000,250821495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.6
tt0120693,82,8000000,17460020,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
tt0096320,107,15000000,216614388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
tt0097778,93,7500000,296000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.9
tt0109506,102,15000000,94000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.6
tt0441773,90,130000000,631744560,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5
tt0104348,100,12500000,10725228,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,7.8
tt0305224,106,75000000,195745823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2
tt0328107,146,70000000,130293714,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.7
tt0365485,96,10000000,17297244,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6.7
tt0107554,97,3500000,27900000,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5
tt0396269,119,40000000,285176741,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.9
tt0103919,99,6000000,25792310,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6.6
tt0449089,99,50000000,87528173,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5
tt0086393,125,39000000,75850624,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5.0
tt0195714,98,23000000,53302314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.7
tt0289765,124,78000000,209196298,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,7.2
tt0122933,103,80000000,176885658,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7
tt0081455,103,4100000,14225876,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.8
tt0094964,115,13000000,8038508,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,7.3
tt0300051,102,35000000,36098382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.2
tt0091209,97,6000000,5844868,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7.3
tt0473075,116,150000000,335154643,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.6
tt0295254,101,40000000,18902015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.4
tt0098987,104,49000000,20423389,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,6.5
tt0086197,193,27000000,21500000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.8
tt0070047,122,8000000,441306145,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.0
tt0099365,96,16000000,48878502,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6.4
tt0285462,94,20000000,8586376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9
tt0099939,103,1000000,2554476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.0
tt0107808,138,30000000,135130999,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,7.6
tt0114887,103,20000000,50012507,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.7
tt0300556,116,80000000,19480739,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6
tt0146838,163,55000000,100230832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.9
tt0116277,116,55000000,18626419,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,5.9
